Apa nama samudra terbesar di dunia?|Samudra Pasifik.
Apa itu diplomasi?|Kegiatan negosiasi dan hubungan antara negara-negara untuk mencapai kepentingan bersama dan menghindari konflik.
Apa itu embargo?|Larangan perdagangan atau transaksi ekonomi dengan negara tertentu sebagai bentuk sanksi politik.
Apa itu hak asasi manusia?|Hak dasar yang dimiliki setiap individu sejak lahir yang harus dihormati dan dilindungi oleh negara.
Apa itu referendum?|Proses di mana rakyat memberikan suara langsung untuk menerima atau menolak suatu usulan kebijakan atau undang-undang.
Apa itu revolusi?|Perubahan radikal dan mendasar dalam struktur politik dan sosial suatu negara.
Apa itu korupsi?|Penyalahgunaan kekuasaan untuk keuntungan pribadi atau kelompok.
Apa itu lobi?|Kegiatan yang dilakukan individu atau kelompok untuk mempengaruhi kebijakan pemerintah atau legislasi.
Apa itu kebijakan publik?|Keputusan dan tindakan yang diambil oleh pemerintah untuk mengatasi masalah atau mencapai tujuan tertentu dalam masyarakat.
Apa itu kecantikan?|Kualitas yang menarik perhatian atau memberikan kepuasan estetik, baik fisik maupun emosional.
Apa itu perawatan wajah?|Serangkaian langkah untuk membersihkan, melembapkan, dan merawat kulit wajah.
Apa itu makeup?|Produk kosmetik yang digunakan untuk mempercantik atau menonjolkan fitur wajah.
Apa itu skincare?|Rutinitas perawatan kulit untuk menjaga kesehatan dan kecantikan kulit.
Apa itu toner?|Produk perawatan kulit yang digunakan untuk menyeimbangkan pH kulit dan mengurangi pori-pori.
Apa itu serum wajah?|Produk perawatan kulit dengan konsentrasi bahan aktif tinggi untuk mengatasi masalah kulit tertentu.
Apa itu exfoliasi?|Proses mengangkat sel-sel kulit mati untuk membuat kulit lebih halus dan bersinar.
Apa itu masker wajah?|Produk perawatan kulit yang diaplikasikan pada wajah untuk memberikan manfaat khusus seperti hidrasi atau pencerahan.
Apa itu foundation?|Produk makeup yang digunakan untuk meratakan warna kulit dan menutupi ketidaksempurnaan.
Apa itu lipstik?|Produk kosmetik yang diaplikasikan pada bibir untuk memberikan warna dan tampilan yang lebih menarik.
Apa itu pelembap?|Produk yang digunakan untuk menjaga kelembapan kulit dan mencegah kekeringan.
Apa itu sunscreen?|Produk yang melindungi kulit dari dampak berbahaya sinar matahari, seperti UVA dan UVB.
Apa itu pemulas pipi?|Produk makeup yang digunakan untuk memberikan warna pada pipi dan menambah kesan segar.
Apa itu primer?|Produk yang diaplikasikan sebelum foundation untuk membuat makeup lebih tahan lama dan halus.
Apa itu concealer?|Produk makeup yang digunakan untuk menutupi noda, lingkaran hitam, atau ketidaksempurnaan pada kulit.
Apa itu highlighter?|Produk kosmetik yang memberikan efek bersinar pada area tertentu di wajah, seperti tulang pipi dan dahi.
Apa itu conturing?|Teknik makeup yang digunakan untuk menciptakan ilusi kontur dan dimensi pada wajah dengan produk berwarna gelap dan terang.
Apa itu epilasi?|Proses penghilangan rambut dari akar menggunakan berbagai metode, seperti waxing atau laser.
Apa itu microblading?|Teknik semi-permanen untuk menggambar rambut alis menggunakan jarum kecil dan tinta khusus.
Apa itu aromaterapi?|Penggunaan minyak esensial untuk meningkatkan kesejahteraan fisik dan emosional melalui aroma.
Apa itu Flutter?|Framework open-source untuk membangun aplikasi nativ yang cepat dan estetis di iOS dan Android.
Apa itu widget di Flutter?|Unit dasar dalam Flutter yang membangun antarmuka pengguna dengan menggabungkan berbagai elemen visual.
Apa itu Dart?|Bahasa pemrograman yang digunakan oleh Flutter untuk menulis kode aplikasi.
Apa itu hot reload di Flutter?|Fitur yang memungkinkan pengembang melihat perubahan kode secara langsung tanpa harus memulai ulang aplikasi.
Apa itu StatefulWidget?|Jenis widget di Flutter yang dapat berubah seiring waktu dan mempertahankan statusnya.
Apa itu StatelessWidget?|Jenis widget di Flutter yang tidak memiliki status dan tidak berubah setelah dibuat.
Apa itu pubspec.yaml?|File konfigurasi di Flutter yang digunakan untuk mengelola dependensi dan metadata proyek.
Apa itu Flutter SDK?|Kumpulan alat pengembangan yang diperlukan untuk membangun dan mengembangkan aplikasi dengan Flutter.
Apa itu Flutter engine?|Komponen inti dari Flutter yang mengelola rendering, input, dan interaksi dengan platform.
Apa itu widget tree?|Struktur hierarki dari widget-widget yang membangun antarmuka pengguna di Flutter.
Apa itu build method?|Metode yang dipanggil setiap kali widget membutuhkan pembaruan untuk ditampilkan.
Apa itu Material Design?|Panduan desain yang digunakan oleh Flutter untuk menciptakan antarmuka pengguna yang konsisten dan estetis.
Apa itu Cupertino widget?|Widget di Flutter yang mengikuti pedoman desain iOS untuk menciptakan tampilan yang konsisten dengan aplikasi Apple.
Apa itu Flutter’s plugin?|Paket yang memungkinkan aplikasi Flutter untuk menggunakan fitur dan layanan dari platform native.
Apa itu async/await di Dart?|Sintaksis untuk menangani operasi asinkron secara lebih sederhana di Dart.
Apa itu Navigator di Flutter?|Widget yang digunakan untuk mengelola tumpukan layar dan navigasi dalam aplikasi.
Apa itu Scaffold di Flutter?|Widget yang menyediakan struktur dasar untuk aplikasi, seperti AppBar, Drawer, dan FloatingActionButton.
Apa itu Provider di Flutter?|Paket manajemen status yang memudahkan pengelolaan dan akses data di seluruh aplikasi.
Apa itu Riverpod?|Library alternatif untuk manajemen status di Flutter yang menawarkan lebih banyak fleksibilitas dibandingkan Provider.
Apa itu Flutter DevTools?|Alat pengembangan yang menyediakan debugging, profiling, dan visualisasi untuk aplikasi Flutter.
Apa itu Flutter framework?|Framework UI open-source untuk membangun aplikasi lintas platform dengan satu basis kode.
Apa itu widget build context?|Objek yang menyediakan informasi tentang posisi widget dalam hierarki widget dan konteks yang lebih luas.
Apa itu Flutter's pub?|Manajer paket di Dart yang digunakan untuk mengelola dependensi dalam proyek Flutter.
Apa itu Future di Dart?|Objek yang mewakili nilai yang mungkin belum tersedia dan akan dihasilkan di masa depan oleh operasi asinkron.
Apa itu Stream di Dart?|Kumpulan data yang tersedia secara bertahap dan dapat digunakan untuk memproses data secara asinkron.
Apa itu widget Container di Flutter?|Widget yang digunakan untuk membuat layout dengan padding, margin, dan dekorasi, seperti warna latar belakang.
Apa itu setState di Flutter?|Metode yang digunakan untuk memberi tahu Flutter bahwa status widget telah berubah dan perlu dibangun kembali.
Apa itu InheritedWidget?|Widget yang memungkinkan data untuk diteruskan ke widget anak di seluruh aplikasi tanpa harus mengoper data secara eksplisit.
Apa itu LayoutBuilder di Flutter?|Widget yang membangun widget berdasarkan informasi tentang ukuran dan constraints dari parent widget.
Apa itu CustomPainter di Flutter?|Class yang digunakan untuk menggambar grafik khusus di dalam widget dengan menggunakan metode render.
Apa itu GestureDetector?|Widget yang mendeteksi berbagai jenis input sentuhan, seperti ketukan, gesekan, dan pinch.
Apa itu FutureBuilder?|Widget yang membangun antarmuka pengguna berdasarkan hasil dari Future dan menampilkan status loading atau error jika diperlukan.
Apa itu StreamBuilder?|Widget yang membangun antarmuka pengguna berdasarkan data dari Stream dan menangani data baru saat diterima.
Apa itu Flutter CLI?|Command Line Interface yang digunakan untuk mengelola proyek Flutter, seperti menjalankan, membangun, dan menguji aplikasi.
Apa itu flutter doctor?|Perintah di Flutter CLI yang memeriksa lingkungan pengembangan dan melaporkan masalah yang mungkin ada.
Apa itu flutter run?|Perintah di Flutter CLI untuk menjalankan aplikasi Flutter di emulator atau perangkat fisik.
Apa itu flutter build?|Perintah di Flutter CLI yang digunakan untuk membangun aplikasi untuk rilis atau platform tertentu.
Apa itu AnimationController?|Class yang mengelola animasi dengan mengontrol kecepatan dan durasi animasi.
Apa itu Hero widget di Flutter?|Widget yang memungkinkan transisi animasi mulus antara dua widget dengan ID yang sama di layar yang berbeda.
Apa itu Flutter DevTools?|Kumpulan alat pengembangan untuk debugging, profiling, dan optimasi aplikasi Flutter secara visual dan interaktif.
Apa itu Text widget di Flutter?|Widget yang digunakan untuk menampilkan teks dengan berbagai gaya dan format.
Apa itu Row widget di Flutter?|Widget yang menyusun anak-anaknya secara horizontal dalam satu baris.
Apa itu Column widget di Flutter?|Widget yang menyusun anak-anaknya secara vertikal dalam satu kolom.
Apa itu ListView di Flutter?|Widget yang menampilkan daftar scrollable dari widget anak yang diatur secara vertikal.
Apa itu GridView di Flutter?|Widget yang menampilkan daftar scrollable dari widget anak yang diatur dalam grid atau tabel.
Apa itu Expanded widget di Flutter?|Widget yang mengisi ruang yang tersedia di dalam Row, Column, atau Flex dengan proporsi yang ditentukan.
Apa itu Flex widget di Flutter?|Widget yang menyusun anak-anaknya secara fleksibel, memungkinkan penataan dengan rasio proporsional.
Apa itu FittedBox di Flutter?|Widget yang menyesuaikan ukuran dan posisi anak widget sesuai dengan ukuran dan proporsinya.
Apa itu AspectRatio widget di Flutter?|Widget yang mengatur rasio aspek anak widget untuk menjaga proporsi ukuran tertentu.
Apa itu SingleChildScrollView di Flutter?|Widget yang memungkinkan satu anak widget untuk di-scroll jika ukurannya melebihi batas viewport.
Apa itu Stack widget di Flutter?|Widget yang memungkinkan beberapa widget untuk ditumpuk satu di atas yang lain, dengan kontrol posisi yang fleksibel.
Apa itu Positioned widget di Flutter?|Widget yang digunakan di dalam Stack untuk menempatkan anak widget pada posisi tertentu dengan mengatur offsetnya.
Apa itu Align widget di Flutter?|Widget yang menempatkan anak widget di posisi tertentu di dalam ruang yang tersedia.
Apa itu Wrap widget di Flutter?|Widget yang menyusun anak-anaknya dalam baris atau kolom, membungkus mereka ke baris berikutnya jika diperlukan.
Apa itu SafeArea widget di Flutter?|Widget yang memastikan bahwa konten tidak tertutup oleh elemen antarmuka sistem, seperti notch atau status bar.
Apa itu TextFormField di Flutter?|Widget input teks yang sering digunakan dalam formulir, dengan dukungan validasi dan pengolahan input.
Apa itu DropdownButton di Flutter?|Widget yang menampilkan menu dropdown dengan opsi yang dapat dipilih oleh pengguna.
Apa itu CheckBox di Flutter?|Widget yang memungkinkan pengguna untuk memilih atau tidak memilih opsi dengan centang atau tanpa centang.
Apa itu Radio di Flutter?|Widget yang memungkinkan pengguna memilih satu opsi dari sekumpulan opsi yang saling eksklusif.
Apa itu Switch di Flutter?|Widget yang memungkinkan pengguna untuk beralih antara dua status, seperti ON dan OFF.
Apa itu AppBar di Flutter?|Widget yang menyediakan bar bagian atas layar dengan judul, ikon, dan tindakan.
Apa itu BottomNavigationBar di Flutter?|Widget yang menampilkan bar navigasi di bagian bawah layar dengan beberapa item navigasi.
Apa itu Drawer di Flutter?|Widget yang menyediakan panel samping yang dapat ditarik keluar untuk navigasi atau menu.
Apa itu FloatingActionButton di Flutter?|Widget berbentuk bulat yang biasanya digunakan untuk tindakan utama aplikasi dan terletak di atas konten.
Apa itu SliverAppBar di Flutter?|Widget yang memungkinkan pembuatan app bar yang dapat digulung dengan efek parallax.
Apa itu TabBar di Flutter?|Widget yang menampilkan tab navigasi yang memungkinkan pengguna beralih antara tampilan yang berbeda.
Apa itu TabBarView di Flutter?|Widget yang menampilkan tampilan untuk setiap tab yang dipilih di TabBar.
Apa itu PageView di Flutter?|Widget yang memungkinkan pengguna untuk menggeser antara halaman-halaman secara horizontal atau vertikal.
Apa itu CustomScrollView di Flutter?|Widget yang memungkinkan scrollable area yang dapat disesuaikan dengan berbagai slivers seperti SliverList dan SliverGrid.
Apa itu SliverList di Flutter?|Widget yang menampilkan daftar item scrollable yang diatur dalam bentuk slivers.
Apa itu SliverGrid di Flutter?|Widget yang menampilkan grid item scrollable dalam bentuk slivers.
Apa itu Opacity widget di Flutter?|Widget yang mengatur transparansi anak widget dengan menentukan nilai opacity.
Apa itu Transform widget di Flutter?|Widget yang menerapkan transformasi, seperti rotasi, skala, atau translasi, pada anak widget.
Apa itu ClipRect di Flutter?|Widget yang memotong anak widget menjadi bentuk persegi panjang sesuai dengan batas yang ditentukan.
Apa itu ClipOval di Flutter?|Widget yang memotong anak widget menjadi bentuk oval atau lingkaran.
Apa itu ClipRRect di Flutter?|Widget yang memotong anak widget menjadi bentuk persegi panjang dengan sudut membulat.
Apa itu AnimatedContainer di Flutter?|Widget yang memungkinkan animasi perubahan properti seperti ukuran, warna, dan margin.
Apa itu Hero widget di Flutter?|Widget yang memungkinkan animasi transisi antara dua layar dengan ID yang sama.
Apa itu ListTile di Flutter?|Widget yang menyederhanakan pembuatan item daftar dengan ikon, judul, dan subtitle.
Apa itu Card di Flutter?|Widget yang menampilkan konten dalam bentuk kartu dengan sudut membulat dan bayangan.	
Apa itu genre musik?|Kategori musik yang mengelompokkan lagu berdasarkan karakteristik tertentu seperti gaya, ritme, dan instrumen.
Apa itu tempo dalam musik?|Kecepatan atau kecepatan dari sebuah lagu, biasanya diukur dalam beat per minute (BPM).
Apa itu harmoni dalam musik?|Penggabungan beberapa nada yang dimainkan atau dinyanyikan bersamaan untuk menciptakan akord dan keselarasan.
Apa itu melodi dalam musik?|Serangkaian nada yang disusun dalam urutan yang menarik dan membentuk bagian utama dari sebuah lagu.
Apa itu simfoni?|Komposisi musik yang panjang untuk orkestra, biasanya terdiri dari beberapa bagian atau gerakan.
Apa itu orkestrasi?|Proses penulisan atau pengaturan musik untuk dimainkan oleh orkestra.
Apa itu improvisasi dalam musik?|Proses menciptakan musik secara spontan tanpa perencanaan sebelumnya, sering digunakan dalam jazz.
Apa itu pentatonik?|Skala musik yang terdiri dari lima nada per oktaf, umum dalam berbagai budaya musik di seluruh dunia.
Apa itu dinamika dalam musik?|Variasi dalam volume atau kekuatan suara dalam sebuah komposisi musik.
Apa itu akapela?|Pertunjukan musik vokal tanpa iringan alat musik.	
Apa itu interval dalam musik?|Jarak antara dua nada yang berbeda dalam skala musik.
Apa itu genre jazz?|Genre musik yang berasal dari Afrika-Amerika pada awal abad ke-20, dikenal dengan improvisasi dan sinkopasi.
Apa itu chord progression?|Serangkaian akord yang dimainkan dalam urutan tertentu untuk menciptakan struktur harmonis dalam sebuah lagu.
Apa itu ritme?|Pola ketukan atau durasi yang teratur dalam musik, yang memberikan dasar untuk melodi dan harmoni.
Apa itu notasi musik?|Sistem penulisan yang digunakan untuk merepresentasikan musik secara visual melalui simbol-simbol pada lembaran musik.
Apa itu genre klasik?|Genre musik yang merujuk pada tradisi musik Barat dari periode Barok, Klasik, hingga Romantis.
Apa itu skala mayor?|Skala diatonis dengan pola interval spesifik yang menghasilkan suara ceria dan positif.
Apa itu genre rock?|Genre musik yang berkembang pada 1950-an, dikenal dengan penggunaan gitar listrik, bass, dan drum.
Apa itu timbre?|Kualitas atau warna suara yang membedakan satu instrumen atau suara dari yang lain.
Apa itu konserto?|Komposisi musik untuk solois yang diiringi oleh orkestra, biasanya terdiri dari tiga gerakan.
Apa itu genre blues?|Genre musik yang berasal dari komunitas Afrika-Amerika di Amerika Serikat pada akhir abad ke-19, dikenal dengan struktur akord 12-bar dan lirik yang ekspresif.
Apa itu genre hip-hop?|Genre musik yang berkembang pada 1970-an di Amerika Serikat, yang mencakup rap, DJing, breakdancing, dan graffiti art.
Apa itu genre EDM?|Electronic Dance Music, genre musik elektronik yang dirancang untuk menjadi musik dansa di klub malam, rave, dan festival.
Apa itu bridge dalam lagu?|Bagian dari lagu yang berfungsi sebagai penghubung antara dua bagian utama, seperti antara bait dan refrein.
Apa itu hook dalam musik?|Bagian dari lagu yang menarik dan mudah diingat, sering kali merupakan chorus atau refrain.
Apa itu skala minor?|Skala diatonis dengan pola interval yang memberikan karakter suara yang sedih atau melankolis.
Apa itu aransemen?|Proses pengaturan komposisi musik untuk penampilan tertentu, sering kali melibatkan adaptasi dan orkestrasinya.
Apa itu genre reggae?|Genre musik yang berasal dari Jamaika pada akhir 1960-an, dikenal dengan ritme sinkopasi dan lirik sosial-politik.
Apa itu genre country?|Genre musik yang berasal dari Amerika Serikat bagian selatan pada awal abad ke-20, dikenal dengan penggunaan instrumen seperti gitar, banjo, dan fiddle.
Apa itu genre pop?|Genre musik yang bertujuan untuk menarik khalayak luas, sering kali dengan melodi yang catchy dan struktur lagu yang sederhana.
Apa itu genre metal?|Genre musik rock yang berkembang pada akhir 1960-an dan awal 1970-an, dikenal dengan suara gitar yang berat dan distorsi, serta vokal yang sering agresif.
Apa itu coda dalam musik?|Bagian penutup dari sebuah komposisi musik yang memberikan penyelesaian atau akhir yang definitif.
Apa itu disonansi?|Kombinasi nada yang menghasilkan suara yang tegang atau tidak harmonis, sering digunakan untuk menciptakan efek emosional.
Apa itu falsetto?|Teknik vokal di mana penyanyi menghasilkan nada yang lebih tinggi dari jangkauan normal suara dada.
Apa itu ostinato?|Pola ritmik atau melodi yang diulang terus menerus sepanjang sebuah komposisi atau bagian dari komposisi.
Apa itu recitative?|Gaya vokal yang meniru ritme dan intonasi bicara biasa, sering digunakan dalam opera untuk menyampaikan dialog atau narasi.
Apa itu aria?|Komposisi musik untuk suara solo, biasanya dengan iringan instrumental, yang menonjolkan emosi atau keterampilan vokal penyanyi.
Apa itu genre soul?|Genre musik yang berkembang dari gospel dan rhythm and blues pada akhir 1950-an, dikenal dengan vokal yang penuh emosi dan lirik yang dalam.
Apa itu key signature?|Simbol yang ditempatkan di awal baris musik untuk menunjukkan nada dasar dari sebuah komposisi, seperti mayor atau minor.
Apa itu genre funk?|Genre musik yang berkembang pada pertengahan 1960-an, dikenal dengan ritme yang kuat, groove yang dalam, dan penggunaan instrumen perkusi serta bass.
Apa itu meditasi?|Praktik mental yang melibatkan fokus atau konsentrasi pada satu objek, pikiran, atau aktivitas untuk mencapai keadaan pikiran yang tenang dan jernih.
Apa itu diet seimbang?|Pola makan yang mengandung berbagai jenis makanan dalam proporsi yang tepat untuk memenuhi kebutuhan nutrisi tubuh dan menjaga kesehatan.
Apa itu empati?|Kemampuan untuk memahami dan merasakan apa yang dirasakan orang lain, sering kali melibatkan berbagi perasaan orang tersebut.
Apa itu siklus tidur?|Rangkaian tahapan tidur yang berulang selama malam, termasuk tahapan tidur ringan, tidur dalam, dan tidur REM (Rapid Eye Movement).
Apa itu karir?|Jalur atau kemajuan profesional seseorang sepanjang hidup, termasuk pekerjaan, pengalaman, dan pencapaian dalam bidang tertentu.
Apa itu introspeksi?|Proses merenung dan mengevaluasi pikiran, perasaan, dan pengalaman diri sendiri untuk memahami diri lebih baik.
Apa itu work-life balance?|Keadaan di mana seseorang mampu menjaga keseimbangan antara pekerjaan dan kehidupan pribadi, sehingga kedua aspek tersebut tidak saling mengganggu.
Apa itu mindfulness?|Keadaan kesadaran penuh dan perhatian pada saat ini, sering kali diperoleh melalui praktik meditasi atau latihan kesadaran.
Apa itu kepemimpinan?|Kemampuan untuk mempengaruhi, mengarahkan, dan memotivasi orang lain untuk mencapai tujuan bersama.
Apa itu stres?|Respon fisik dan emosional tubuh terhadap tekanan atau tantangan, yang bisa berasal dari situasi internal maupun eksternal.
Apa itu Revolusi Industri?|Periode perubahan besar-besaran dalam industri dan ekonomi, dimulai pada abad ke-18 di Inggris, yang melibatkan peralihan dari produksi tangan ke mesin.
Apa itu Perang Dunia I?|Konflik global yang terjadi antara tahun 1914 dan 1918, melibatkan banyak negara di dunia dan berakhir dengan Perjanjian Versailles.
Apa itu Renaisans?|Periode dalam sejarah Eropa yang berlangsung dari abad ke-14 hingga ke-17, ditandai oleh kebangkitan minat pada seni, sastra, dan ilmu pengetahuan klasik.
Apa itu Deklarasi Kemerdekaan Amerika?|Dokumen yang disahkan pada 4 Juli 1776, yang menyatakan kemerdekaan tiga belas koloni Amerika dari Inggris.
Apa itu Revolusi Prancis?|Periode perubahan sosial dan politik radikal di Prancis antara 1789 dan 1799, yang berujung pada jatuhnya monarki dan naiknya Napoleon Bonaparte.
Apa itu Perang Dingin?|Periode ketegangan politik dan militer antara Blok Barat (dipimpin oleh Amerika Serikat) dan Blok Timur (dipimpin oleh Uni Soviet) setelah Perang Dunia II, berlangsung dari akhir 1940-an hingga awal 1990-an.
Apa itu Kolonialisme?|Praktik di mana sebuah negara mendirikan kontrol atas wilayah atau negara lain, mengeksploitasi sumber daya dan penduduknya.
Apa itu Perang Korea?|Konflik yang terjadi antara Korea Utara dan Korea Selatan dari tahun 1950 hingga 1953, dengan keterlibatan utama dari Amerika Serikat dan Cina.
Apa itu Zaman Kegelapan?|Periode dalam sejarah Eropa setelah jatuhnya Kekaisaran Romawi, sekitar abad ke-5 hingga ke-10, ditandai oleh kemunduran budaya dan ekonomi.
Apa itu Apartheid?|Sistem pemisahan rasial yang diterapkan di Afrika Selatan dari tahun 1948 hingga awal 1990-an, yang mengakibatkan diskriminasi dan ketidakadilan bagi penduduk non-kulit putih.
Apa itu Magna Carta?|Dokumen yang disahkan pada tahun 1215 di Inggris, yang membatasi kekuasaan raja dan melindungi hak-hak bangsawan serta menjadi dasar bagi hukum konstitusional modern.
Apa itu Perang Saudara Amerika?|Konflik yang berlangsung dari tahun 1861 hingga 1865 di Amerika Serikat antara Negara Bagian Utara (Union) dan Negara Bagian Selatan (Confederacy) yang terutama disebabkan oleh perbedaan pandangan mengenai perbudakan.
Apa itu Proklamasi Kemerdekaan Indonesia?|Pengumuman resmi kemerdekaan Indonesia dari penjajahan Belanda dan Jepang yang dibacakan oleh Soekarno pada tanggal 17 Agustus 1945.
Apa itu Pax Romana?|Periode damai dan stabilitas relatif di seluruh Kekaisaran Romawi yang berlangsung selama sekitar 200 tahun, dimulai dari pemerintahan Kaisar Augustus pada 27 SM hingga 180 M.
Apa itu Konferensi Bandung?|Pertemuan yang diadakan di Bandung, Indonesia, pada tahun 1955, yang dihadiri oleh negara-negara Asia dan Afrika untuk mempromosikan kerja sama dan solidaritas serta menentang kolonialisme dan imperialisme.
Apa itu Perang Dunia II?|Konflik global yang berlangsung dari tahun 1939 hingga 1945, melibatkan sebagian besar negara di dunia, termasuk kekuatan besar seperti Jerman, Jepang, Uni Soviet, dan Amerika Serikat.
Apa itu Reformasi Protestan?|Gerakan keagamaan pada abad ke-16 yang dipimpin oleh tokoh seperti Martin Luther dan John Calvin, yang menentang praktik-praktik dalam Gereja Katolik dan melahirkan berbagai cabang Protestan.
Apa itu Keruntuhan Kekaisaran Romawi?|Peristiwa yang terjadi pada tahun 476 M ketika Romulus Augustulus, kaisar Romawi terakhir di Barat, digulingkan oleh Odoacer, menandai akhir Kekaisaran Romawi Barat.
Apa itu Perjanjian Tordesillas?|Perjanjian yang ditandatangani pada tahun 1494 antara Spanyol dan Portugal, yang membagi dunia baru di luar Eropa menjadi dua wilayah penjelajahan dan kolonisasi.
Apa itu Holocaust?|Genosida sistematis terhadap enam juta orang Yahudi oleh rezim Nazi Jerman selama Perang Dunia II, yang juga menyasar kelompok lain seperti Romani, penyandang disabilitas, dan homoseksual.
eh ini chat dulu biar keabsen sama i nya|\n\nHai, absen dulu.	
input absensi faishal ammar|\n\nSelamat datang Faishal Ammar. Semoga hari ini menyenangkan.	
input presensi mayra khansa fauziyyah|\n\nMayra Khansa Fauziyyah hadir pada hari ini.	
input absensi nabila aliyunda putri|\n\nNabila Aliyunda Putri : Hadir	
input presensi marshall guspita|\n\nPresensi Marshall Guspita dapat dicatat dengan menggunakan aplikasi presensi yang tersedia. Aplikasi ini memungkinkan pengguna untuk mencatat waktu masuk dan keluar, serta mencatat jenis kegiatan yang dilakukan. Aplikasi ini juga dapat digunakan untuk mencatat informasi lain seperti alasan absen, alasan terlambat, dan lain-lain.	
input presensi wulan dwi agustien|\n\nPresensi Wulan Dwi Agustien\n\nSenin: Hadir\nSelasa: Hadir\nRabu: Hadir\nKamis: Hadir\nJumat: Hadir\nSabtu: Tidak Hadir\nMinggu: Tidak Hadir	
input presensi marshall guspita|\n\nPresensi Marshall Guspita dapat dicatat dengan menggunakan aplikasi presensi yang tersedia. Aplikasi ini dapat membantu Anda untuk mencatat waktu masuk dan keluar, jenis kehadiran, dan alasan absen. Anda juga dapat menggunakan aplikasi ini untuk mencatat informasi lain seperti alasan keterlambatan, alasan tidak hadir, dan lain-lain.	
input absensi farik ilham mubarik|\n\nFarik Ilham Mubarik hadir pada hari ini.	
input absensi rizky rahmanda putra|\n\nRizky Rahmanda Putra : Hadir	
input absensi wulan dwi agustien|\n\nSelamat datang Wulan Dwi Agustien!\n\nTerima kasih telah melakukan absensi.	
input presensi marshall guspita|\n\nPresensi Marshall Guspita dapat dicatat dengan menggunakan aplikasi presensi yang tersedia. Aplikasi ini dapat membantu Anda untuk mencatat waktu masuk dan keluar, jenis kehadiran, dan alasan absen. Anda juga dapat menggunakan aplikasi ini untuk mencatat informasi lain seperti alasan keterlambatan, alasan tidak hadir, dan lain-lain.	
input absensi marshall guspita|\n\nAbsensi untuk Marshall Guspita dapat dicatat dengan menggunakan aplikasi absensi yang tersedia di kantor atau dengan menggunakan sistem absensi online. Sistem absensi online dapat membantu Anda untuk mencatat waktu masuk dan keluar, jenis absensi, dan alasan absensi. Anda juga dapat menggunakan sistem absensi online untuk mencatat informasi lain seperti jam kerja, jam istirahat, dan lain-lain.	
input absensi farisha rayafitra pohan|\n\nFarisha Rayafitra Pohan hadir pada hari ini.	
input absensi 754220040|\n\nMaaf, pertanyaan ini tidak dapat dijawab dengan pasti karena tergantung pada konteksnya. Jika Anda bertanya tentang absensi siswa, maka jawabannya adalah tergantung pada sekolah atau lembaga yang bersangkutan.	
input presensi belva syamtalira aron wijayanto|\n\nBelva Syamtalira: Hadir\nAron Wijayanto: Hadir
input presensi muhammad qeys kautsar|\n\nPresensi Muhammad Qeys Kautsar:\n\nSenin: Hadir\nSelasa: Hadir\nRabu: Hadir\nKamis: Hadir\nJumat: Hadir\nSabtu: Tidak Hadir\nMinggu: Tidak Hadir
nyanyiin lagu dong buat neneng|\n\n1. Aku Ingin Kau Tahu - Dewa 19\n2. Aku Bukan Boneka - Sheila On 7\n3. Aku Cinta Padamu - Vina Panduwinata\n4. Aku Bukan Pilihan - Rossa\n5. Aku Tak Bisa - Slank\n6. Aku Tak Bisa Memiliki - Chrisye\n7. Aku Tak Bisa Sendiri - D'Masiv\n8. Aku Tak Bisa Membenci Dirimu - Ungu\n9. Aku Tak Bisa Memilih - Andra & The Backbone\n10. Aku Tak Bisa Berhenti Mencintaimu - Padi
input presensi muhammad qeys kautsar|\n\nPresensi Muhammad Qeys Kautsar:\n\nSenin: Hadir\nSelasa: Hadir\nRabu: Hadir\nKamis: Hadir\nJumat: Hadir\nSabtu: Tidak Hadir\nMinggu: Tidak Hadir
cara login menggunakan qr|code\n\nCara login menggunakan QR Code adalah dengan memindai QR Code yang diberikan oleh sistem. Setelah memindai QR Code, sistem akan mengenali kode tersebut dan mengizinkan pengguna untuk masuk ke sistem.
berikan contoh pertanyaan|\n\nBerapa kali kata the muncul dalam teks ini?\n\nThe word *the* appears in the text 8 times.
